original_amount,txn_date,plaid_category,plaid_dirty_name
21.72,2020-05-27,"['Shops', 'Discount Stores']",Dollar General
25.42,2020-07-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
8.28,2020-05-06,"['Travel', 'Gas Stations']",QuikTrip
20,2019-10-18,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
61.5,2020-11-13,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
153.17,2020-07-02,"['Shops', 'Beauty Products']",Sephora
10.43,2020-08-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
21.66,2018-02-08,"['Shops', 'Pharmacies']",Duane Reade
74.42,2020-11-28,"['Shops', 'Clothing and Accessories']",T.J.Maxx
2,2020-12-31,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
36.37,2019-06-26,"['Travel', 'Gas Stations']",Sheetz
5,2018-04-10,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
8.69,2019-02-02,"['Shops', 'Pharmacies']",Duane Reade
5,2018-02-01,"['Travel', 'Public Transportation Services']",VENTRA VENDING 10702
73.84,2020-12-06,"['Shops', 'Beauty Products']",Sephora
120.44,2020-09-25,"['Shops', 'Beauty Products']",Sephora
10.27,2019-05-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
153.44,2019-06-26,"['Service', 'Insurance']",State Farm
4.59,2020-11-05,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/05
5,2019-10-21,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
9.5,2020-09-28,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 09/27
18.54,2020-08-07,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
9.06,2020-11-22,"['Shops', 'Discount Stores']",Dollar Tree
2,2020-12-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
10,2019-01-22,"['Travel', 'Public Transportation Services']",Ventra 1118 W. Thor CHICAGO IL 01/22
7.48,2020-05-17,"['Food and Drink', 'Restaurants']",Chick-Fil-A
25,2019-12-11,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 12/10
8.74,2019-08-25,"['Shops', 'Discount Stores']",Dollar Tree
2.27,2018-12-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
716.59,2019-03-20,"['Transfer', 'Debit']",ALLY CASHBACK
15,2020-01-13,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 01/10
2.95,2017-09-12,"['Food and Drink', 'Restaurants']","DUNKIN #350824 Q35 ATLANTA, GA, US"
77.25,2020-05-28,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
70.99,2019-05-28,"['Shops', 'Beauty Products']",ULTA.COM IL 05/26
12.83,2020-12-30,"['Service', 'Insurance']",State Farm
27.89,2020-10-18,"['Shops', 'Beauty Products']",Sephora
8.8,2019-02-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
298.44,2020-01-03,"['Transfer', 'Debit']",ALLY CASHBACK
6.58,2020-01-17,"['Food and Drink', 'Restaurants']",Chick-fil-A
10,2017-02-08,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
4,2020-08-28,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 08/27
32,2017-08-07,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
13.07,2019-10-04,"['Shops', 'Beauty Products']",Sephora
10,2017-12-12,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
48.99,2020-09-28,"['Shops', 'Beauty Products']",Sephora
39.2,2019-03-01,"['Shops', 'Beauty Products']",Sephora
60.47,2021-01-07,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
31,2016-10-19,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
12.25,2020-07-17,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 07/17
10,2020-07-07,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 07/06
10,2019-09-03,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
38.23,2019-12-06,"['Shops', 'Clothing and Accessories']",T.J.Maxx
9.21,2019-04-01,"['Shops', 'Pharmacies']",Duane Reade
17.04,2019-12-02,"['Food and Drink', 'Restaurants']",Chick-fil-A
2.51,2020-07-22,"['Shops', 'Discount Stores']",Dollar General
16.24,2019-06-04,"['Shops', 'Digital Purchase']",Audible
4.24,2018-05-03,"['Food and Drink', 'Restaurants']",DUNKIN #356476 Q35 CORONA NY 05/02
10,2020-06-15,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/12
13.27,2021-02-04,"['Shops', 'Pharmacies']",Duane Reade
48.6,2020-11-17,['Service'],"WIX*Wix.Com, In"
10.6,2020-06-19,"['Shops', 'Discount Stores']",Dollar Tree
12.97,2019-10-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5,2018-01-27,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
8.65,2020-10-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
7.7,2019-07-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
2.5,2019-01-09,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/08
9.9,2020-08-14,"['Shops', 'Discount Stores']",Dollar General
26.92,2021-01-11,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
16.07,2019-05-14,"['Shops', 'Beauty Products']",ULTA #1138 CHICAGO IL 05/14
5,2019-07-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
44.05,2019-02-11,"['Shops', 'Pets']",CHEWY.COM
12.51,2020-03-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
8.44,2021-01-04,"['Food and Drink', 'Restaurants']",PANDA EXPRES
4,2020-06-04,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/03
21.39,2019-12-12,"['Shops', 'Clothing and Accessories']",T.J.Maxx
4,2020-06-25,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/24
10.75,2020-10-14,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 10/13
5,2019-01-08,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
3,2019-04-08,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 04/05
5,2019-04-17,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
2.31,2020-07-15,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 07/15
5.86,2016-10-31,"['Food and Drink', 'Restaurants']",DUNKIN #338221 Q35 BROOKLYN NY 10/29
8,2019-05-24,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
9.73,2020-09-26,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
12.6,2020-06-11,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 06/11
55.9,2020-01-28,"['Shops', 'Pets']",CHEWY.COM
43.55,2020-09-16,"['Shops', 'Beauty Products']",Sephora
22.98,2020-02-20,"['Travel', 'Gas Stations']",Sheetz
67.54,2019-12-13,"['Shops', 'Discount Stores']",Dollar Tree
20,2021-01-08,"['Service', 'Personal Care']",POS DEBIT GLOBALPOK GOLD COIN GP@VGW.CO
10,2020-08-21,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 08/20
32.99,2020-09-16,"['Travel', 'Parking']",SPOTHERO
24.85,2019-02-19,['Service'],WIX.COM*3906086
7.64,2020-03-05,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 03/04
5,2018-07-18,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
11.97,2017-05-04,"['Shops', 'Pharmacies']",Duane Reade
10,2020-05-22,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/21
20.4,2020-01-22,"['Travel', 'Gas Stations']",MARATHON PETRO2197 01-21 MURRAY
35.98,2020-11-01,"['Shops', 'Pets']",CHEWY INC
25.04,2021-01-21,"['Shops', 'Beauty Products']",Sephora
181.26,2019-04-19,"['Shops', 'Beauty Products']",Sephora
10,2017-07-31,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
53.46,2019-07-22,"['Shops', 'Pets']",CHEWY.COM
23.39,2020-12-30,"['Travel', 'Gas Stations']",QuikTrip
17.64,2020-05-18,"['Shops', 'Beauty Products']",ULTA.COM 05-17 IL 8
17.07,2020-03-02,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
17.64,2019-07-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
4.56,2017-05-08,"['Food and Drink', 'Restaurants']",DUNKIN #339351 Q35 NEW YORK NY 05/06
7.65,2019-12-09,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
3.5,2019-09-23,['Food and Drink'],PepsiCo
34.02,2020-12-07,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
20,2019-05-31,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
5,2020-10-15,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/14
45,2020-03-16,['Service'],WIX.COM*6260174
18.5,2020-08-21,['Service'],Recurring Payment - WIX.COM*739361353
10.14,2020-07-02,"['Shops', 'Pets']",CHEWY.COM FL 07/02
17,2019-12-23,['Service'],Recurring Payment - WIX.COM*571186061
81.64,2021-01-22,"['Transfer', 'Third Party', 'PayPal']",ORIG CO NAME:PAYPAL ORIG ID:PAYPALSI77 DESC DATE:210122 CO ENTRY DESCR:INST XFER SEC:WEB TRACE#:021000027018849 EED:210122 IND ID:CHEWY INC IND NAME:SOFIA SANCHEZ
1.25,2019-12-20,"['Shops', 'Beauty Products']",Sephora
26.79,2020-01-28,['Service'],MARATHON PETRO191684
56.07,2020-11-25,"['Shops', 'Beauty Products']",Sephora
12.72,2020-08-26,"['Shops', 'Discount Stores']",Dollar Tree
4.25,2018-12-07,"['Food and Drink', 'Restaurants']",CHIC FIL A
4,2020-09-02,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 09/01
10.38,2020-12-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45,2019-05-17,['Service'],"WIX*WIX.COM, IN"
6.71,2019-01-14,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
23.09,2020-10-14,"['Shops', 'Discount Stores']",Dollar General
272.86,2019-09-23,"['Transfer', 'Debit']",ALLY CASHBACK
5,2019-05-20,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
16.48,2019-02-15,"['Shops', 'Pharmacies']",Duane Reade
136.44,2019-07-24,"['Service', 'Insurance']",State Farm
13,2020-01-16,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
8.8,2020-10-09,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
1.99,2019-01-27,"['Food and Drink', 'Restaurants']",White Castle
25,2019-04-09,"['Travel', 'Parking']",NYCDOT PARKNYC NY 04/08
6.98,2019-03-19,"['Shops', 'Supermarkets and Groceries']",Jewel-Osco
4,2020-07-03,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 07/02
18.5,2020-12-21,['Service'],WIX.COM*Prem
1.75,2019-03-26,"['Service', 'Shipping and Freight']",UPS
2.21,2020-11-09,"['Shops', 'Discount Stores']",Dollar Tree
10.15,2020-03-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
13,2019-10-25,"['Shops', 'Beauty Products']",ULTA
14.95,2020-07-08,"['Shops', 'Digital Purchase']",Audible
39.95,2019-05-25,"['Travel', 'Gas Stations']",QuikTrip
31,2016-09-28,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
2.72,2020-06-11,"['Shops', 'Discount Stores']",Dollar General
29.99,2020-10-19,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 10/18
52.55,2019-02-06,"['Shops', 'Discount Stores']",Dollar Tree
3.27,2020-06-09,"['Shops', 'Discount Stores']",Dollar General
5,2018-04-16,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
9.62,2020-05-15,"['Shops', 'Supermarkets and Groceries']",PETE'S GENERAL
1.75,2020-01-27,['Food and Drink'],PepsiCo
5,2020-02-18,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 02/17
12,2020-07-02,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 07/01
36.59,2019-07-01,"['Travel', 'Gas Stations']",Sheetz
26.91,2020-10-12,"['Travel', 'Gas Stations']",QuikTrip
10,2020-06-23,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/22
2.43,2020-12-11,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
1.75,2019-10-25,['Food and Drink'],PepsiCo
5,2019-06-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5.5,2019-07-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
25.66,2021-01-22,"['Shops', 'Discount Stores']",Dollar General
9.86,2020-05-08,"['Food and Drink', 'Restaurants']",Chick-fil-A
44.53,2019-05-10,"['Shops', 'Clothing and Accessories']",T.J.Maxx
18.96,2021-01-19,"['Travel', 'Gas Stations']",POS DEBIT FOOD SMAR 2901 W ARMIT CHICAGO IL 00NN09742
2.25,2019-02-25,"['Shops', 'Discount Stores']",Dollar General
23.9,2020-03-12,"['Shops', 'Pharmacies']",Duane Reade
15.57,2020-09-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
20,2020-05-29,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 05/28
5.66,2019-05-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
16,2019-04-19,"['Shops', 'Digital Purchase']",Audible
20,2020-07-13,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 07/11
5,2020-03-04,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 03/03
14.79,2020-08-20,"['Shops', 'Pharmacies']",Duane Reade
170.66,2020-09-15,"['Shops', 'Beauty Products']",Sephora
2.99,2019-03-09,"['Travel', 'Parking']",SPOTHERO 8443568054
6.07,2017-09-18,"['Food and Drink', 'Restaurants']","DUNKIN #348799 Q35 GREENVILLE, NC, US"
17.79,2020-02-03,"['Shops', 'Pharmacies']",Duane Reade
9.52,2020-01-30,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5,2019-02-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
10,2021-01-04,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
12.16,2018-11-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
8.81,2020-01-08,"['Shops', 'Beauty Products']",ULTA.COM 8669838582
20,2019-06-17,"['Travel', 'Parking']",SPOTHERO 8443568054 IL 06/14
5,2018-11-14,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
105.25,2020-08-20,"['Shops', 'Beauty Products']",Sephora
3.37,2020-02-03,"['Shops', 'Pharmacies']",Duane Reade
3.5,2019-10-31,['Food and Drink'],PepsiCo
25.99,2019-10-15,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
4.43,2019-09-09,"['Shops', 'Pharmacies']",Duane Reade
20,2020-06-01,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/31
7.61,2020-03-17,"['Travel', 'Gas Stations']",QuikTrip
8.8,2020-11-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
34.41,2020-09-08,"['Shops', 'Discount Stores']",Dollar General
7.78,2019-07-19,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
8.48,2020-09-07,"['Shops', 'Discount Stores']",Dollar Tree
17.56,2021-01-20,"['Travel', 'Gas Stations']",POS DEBIT FOOD SMAR 2901 W ARMIT CHICAGO IL 00NN09742
36.4,2021-02-03,"['Shops', 'Beauty Products']",ULTA.COM
14.95,2020-08-23,"['Shops', 'Bookstores']",Audible
24.99,2019-04-29,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
26,2019-08-06,"['Travel', 'Parking']",SPOTHERO 8443568054 IL 08/05
8.16,2021-01-04,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 01/01
23.06,2020-02-10,"['Shops', 'Discount Stores']",Dollar General
10.16,2021-01-04,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 01/04
2.25,2018-10-24,['Food and Drink'],PepsiCo
24.38,2019-09-09,"['Shops', 'Beauty Products']",ULTA #626 ANN ARBOR MI 09/07
5,2019-02-21,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
17,2020-12-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
29.37,2020-10-18,"['Travel', 'Gas Stations']",MARATHON PETRO191262
5,2018-02-21,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
4.39,2020-08-13,"['Shops', 'Pharmacies']",JEWEL OSCO 309 08/13 PURCHASE ALSIP IL DEBIT CARD *7258
50.25,2020-06-15,"['Shops', 'Convenience Stores']",Cumberland Farms
4.08,2020-12-03,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/03
5,2018-10-26,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
14.11,2020-10-27,"['Shops', 'Beauty Products']",POS DEBIT HONEY *ULTA
10,2019-09-16,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 09/15
16.34,2019-03-16,"['Shops', 'Beauty Products']",Sephora
13.32,2020-07-06,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 07/04
14.71,2019-12-11,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
19.4,2019-08-20,"['Food and Drink', 'Restaurants']",CHICK-FIL-
4.4,2020-07-03,"['Shops', 'Discount Stores']",Dollar Tree
2.14,2019-06-04,"['Travel', 'Gas Stations']",Cumberland Farms
5,2020-12-31,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
9.47,2019-07-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
8.95,2019-05-18,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
53.66,2021-01-02,"['Shops', 'Pets']",CHEWY.COM
10,2019-07-31,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
16,2019-11-19,"['Shops', 'Digital Purchase']",Audible
10.35,2020-12-28,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/25
3.78,2020-10-05,"['Travel', 'Gas Stations']",MARATHON PETRO1207 10-04 FORT
1.75,2020-07-30,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 07/29
1.79,2019-12-02,"['Travel', 'Gas Stations']",Sheetz
2.59,2020-05-18,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
27.42,2019-12-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
3,2018-12-24,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 12/21
28.25,2019-08-12,"['Travel', 'Gas Stations']",MARATHON PETRO39727
5,2019-05-22,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
4.35,2019-05-23,"['Shops', 'Discount Stores']",Dollar General
5,2019-02-07,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
25,2020-10-22,"['Travel', 'Parking']",NYCDOT PARKNYC NY 10/21
4.2,2019-05-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5.34,2018-04-04,"['Service', 'Shipping and Freight']","THE UPS STORE #2791 25 MIAMI, FL, US"
5,2019-10-13,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
25.93,2020-10-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
34.25,2019-01-14,"['Travel', 'Gas Stations']",QuikTrip
25.83,2019-05-15,"['Travel', 'Gas Stations']",MARATHON PETRO150375
23.81,2020-07-28,['Service'],Recurring Payment - WIX.COM*722597831
14.54,2019-09-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
16.11,2020-04-27,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
44,2019-03-18,['Service'],WIX.COM*4076684
3.5,2019-10-23,['Food and Drink'],PepsiCo
4.13,2019-04-01,"['Food and Drink', 'Restaurants']",White Castle
14.08,2020-01-21,"['Service', 'Insurance']",State Farm
8.93,2019-11-02,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
2.25,2019-10-31,['Food and Drink'],PepsiCo
19.59,2019-02-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
956.98,2018-10-23,"['Transfer', 'Debit']",ALLY CASHBACK
4.5,2020-10-14,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 10/13
2.25,2018-10-04,['Food and Drink'],PepsiCo
18,2019-09-13,"['Travel', 'Parking']",SPOTHERO HTTPSSPOTHERO
8.5,2019-09-16,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 09/14
10.21,2019-08-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
1.99,2019-01-13,"['Food and Drink', 'Restaurants']",White Castle
26,2019-08-21,"['Travel', 'Parking']",SPOTHERO 8443568054 IL 08/20
7.12,2019-07-11,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
28.66,2019-09-25,"['Shops', 'Clothing and Accessories']",T.J. MAXX 2099 1/2 N MELROSE PARK IL 09/25
14.03,2019-11-20,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
9.6,2019-08-14,"['Shops', 'Discount Stores']",Dollar General
1.93,2019-12-17,"['Shops', 'Convenience Stores']",Cumberland Farms
35.74,2020-07-06,"['Shops', 'Beauty Products']",Sephora
14.85,2020-12-28,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
4.87,2020-05-11,"['Shops', 'Discount Stores']",Dollar General
5,2018-06-04,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
109.59,2020-08-20,"['Shops', 'Beauty Products']",Sephora
5,2018-05-09,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
22.86,2019-11-27,"['Shops', 'Clothing and Accessories']",POINT OF SALE DEBIT ROSS STORE #57
19.02,2020-03-23,"['Shops', 'Pharmacies']",Duane Reade
126.63,2020-08-21,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
23,2020-09-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
5,2018-10-04,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
20,2020-05-29,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/28
90.47,2020-05-09,"['Shops', 'Pets']",CHEWY.COM
1.86,2019-06-06,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
22.52,2019-05-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
39.2,2020-02-21,"['Travel', 'Gas Stations']",MARATHON PETRO1207 02-20 FORT
16.34,2020-08-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
6,2020-10-27,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
2.83,2020-05-18,"['Travel', 'Gas Stations']",MARATHON PETRO1207 05-17 FORT
8.11,2020-10-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
18.02,2020-10-19,"['Shops', 'Discount Stores']",Dollar Tree
4.05,2019-11-07,"['Food and Drink', 'Restaurants']",Chick-fil-A
36.52,2019-05-07,"['Travel', 'Gas Stations']",MARATHON PETRO171322
7.3,2020-08-07,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
10,2020-06-12,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/11
29.4,2018-04-09,"['Shops', 'Beauty Products']",Sephora
20.88,2020-05-01,"['Shops', 'Pharmacies']",Duane Reade
5,2018-07-13,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5,2018-08-02,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
29.9,2019-05-13,['Service'],WIX.COM*441486543 NY 05/11
4,2020-08-28,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 08/27
5,2021-01-04,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 12/31
